1	0	500000
1	500000	1000000
1	1000000	1500000
1	1500000	2000000
1	2000000	2500000
1	2500000	3000000
1	3000000	3500000
1	3500000	4000000
1	4000000	4500000
1	4500000	5000000
1	5000000	5500000
1	5500000	6000000
1	6000000	6500000
1	6500000	7000000
1	7000000	7500000
1	7500000	8000000
1	8000000	8500000
1	8500000	9000000
1	9000000	9500000
1	9500000	10000000
1	10000000	10500000
1	10500000	11000000
1	11000000	11500000
1	11500000	12000000
1	12000000	12500000
1	12500000	13000000
1	13000000	13500000
1	13500000	14000000
1	14000000	14500000
1	14500000	15000000
1	15000000	15500000
1	15500000	16000000
1	16000000	16500000
1	16500000	17000000
1	17000000	17500000
1	17500000	18000000
1	18000000	18500000
1	18500000	19000000
1	19000000	19500000
1	19500000	20000000
1	20000000	20500000
1	20500000	21000000
1	21000000	21500000
1	21500000	22000000
1	22000000	22500000
1	22500000	23000000
1	23000000	23500000
1	23500000	24000000
1	24000000	24500000
1	24500000	25000000
1	25000000	25500000
1	25500000	26000000
1	26000000	26500000
1	26500000	27000000
1	27000000	27500000
1	27500000	28000000
1	28000000	28500000
1	28500000	29000000
1	29000000	29500000
1	29500000	30000000
1	30000000	30427671
2	0	500000
2	500000	1000000
2	1000000	1500000
2	1500000	2000000
2	2000000	2500000
2	2500000	3000000
2	3000000	3500000
2	3500000	4000000
2	4000000	4500000
2	4500000	5000000
2	5000000	5500000
2	5500000	6000000
2	6000000	6500000
2	6500000	7000000
2	7000000	7500000
2	7500000	8000000
2	8000000	8500000
2	8500000	9000000
2	9000000	9500000
2	9500000	10000000
2	10000000	10500000
2	10500000	11000000
2	11000000	11500000
2	11500000	12000000
2	12000000	12500000
2	12500000	13000000
2	13000000	13500000
2	13500000	14000000
2	14000000	14500000
2	14500000	15000000
2	15000000	15500000
2	15500000	16000000
2	16000000	16500000
2	16500000	17000000
2	17000000	17500000
2	17500000	18000000
2	18000000	18500000
2	18500000	19000000
2	19000000	19500000
2	19500000	19698289
3	0	500000
3	500000	1000000
3	1000000	1500000
3	1500000	2000000
3	2000000	2500000
3	2500000	3000000
3	3000000	3500000
3	3500000	4000000
3	4000000	4500000
3	4500000	5000000
3	5000000	5500000
3	5500000	6000000
3	6000000	6500000
3	6500000	7000000
3	7000000	7500000
3	7500000	8000000
3	8000000	8500000
3	8500000	9000000
3	9000000	9500000
3	9500000	10000000
3	10000000	10500000
3	10500000	11000000
3	11000000	11500000
3	11500000	12000000
3	12000000	12500000
3	12500000	13000000
3	13000000	13500000
3	13500000	14000000
3	14000000	14500000
3	14500000	15000000
3	15000000	15500000
3	15500000	16000000
3	16000000	16500000
3	16500000	17000000
3	17000000	17500000
3	17500000	18000000
3	18000000	18500000
3	18500000	19000000
3	19000000	19500000
3	19500000	20000000
3	20000000	20500000
3	20500000	21000000
3	21000000	21500000
3	21500000	22000000
3	22000000	22500000
3	22500000	23000000
3	23000000	23459830
4	0	500000
4	500000	1000000
4	1000000	1500000
4	1500000	2000000
4	2000000	2500000
4	2500000	3000000
4	3000000	3500000
4	3500000	4000000
4	4000000	4500000
4	4500000	5000000
4	5000000	5500000
4	5500000	6000000
4	6000000	6500000
4	6500000	7000000
4	7000000	7500000
4	7500000	8000000
4	8000000	8500000
4	8500000	9000000
4	9000000	9500000
4	9500000	10000000
4	10000000	10500000
4	10500000	11000000
4	11000000	11500000
4	11500000	12000000
4	12000000	12500000
4	12500000	13000000
4	13000000	13500000
4	13500000	14000000
4	14000000	14500000
4	14500000	15000000
4	15000000	15500000
4	15500000	16000000
4	16000000	16500000
4	16500000	17000000
4	17000000	17500000
4	17500000	18000000
4	18000000	18500000
4	18500000	18585056
5	0	500000
5	500000	1000000
5	1000000	1500000
5	1500000	2000000
5	2000000	2500000
5	2500000	3000000
5	3000000	3500000
5	3500000	4000000
5	4000000	4500000
5	4500000	5000000
5	5000000	5500000
5	5500000	6000000
5	6000000	6500000
5	6500000	7000000
5	7000000	7500000
5	7500000	8000000
5	8000000	8500000
5	8500000	9000000
5	9000000	9500000
5	9500000	10000000
5	10000000	10500000
5	10500000	11000000
5	11000000	11500000
5	11500000	12000000
5	12000000	12500000
5	12500000	13000000
5	13000000	13500000
5	13500000	14000000
5	14000000	14500000
5	14500000	15000000
5	15000000	15500000
5	15500000	16000000
5	16000000	16500000
5	16500000	17000000
5	17000000	17500000
5	17500000	18000000
5	18000000	18500000
5	18500000	19000000
5	19000000	19500000
5	19500000	20000000
5	20000000	20500000
5	20500000	21000000
5	21000000	21500000
5	21500000	22000000
5	22000000	22500000
5	22500000	23000000
5	23000000	23500000
5	23500000	24000000
5	24000000	24500000
5	24500000	25000000
5	25000000	25500000
5	25500000	26000000
5	26000000	26500000
5	26500000	26975502
