1	0	1000000
1	1000000	2000000
1	2000000	3000000
1	3000000	4000000
1	4000000	5000000
1	5000000	6000000
1	6000000	7000000
1	7000000	8000000
1	8000000	9000000
1	9000000	10000000
1	10000000	11000000
1	11000000	12000000
1	12000000	13000000
1	13000000	14000000
1	14000000	15000000
1	15000000	16000000
1	16000000	17000000
1	17000000	18000000
1	18000000	19000000
1	19000000	20000000
1	20000000	21000000
1	21000000	22000000
1	22000000	23000000
1	23000000	24000000
1	24000000	25000000
1	25000000	26000000
1	26000000	27000000
1	27000000	28000000
1	28000000	29000000
1	29000000	30000000
1	30000000	30427671
2	0	1000000
2	1000000	2000000
2	2000000	3000000
2	3000000	4000000
2	4000000	5000000
2	5000000	6000000
2	6000000	7000000
2	7000000	8000000
2	8000000	9000000
2	9000000	10000000
2	10000000	11000000
2	11000000	12000000
2	12000000	13000000
2	13000000	14000000
2	14000000	15000000
2	15000000	16000000
2	16000000	17000000
2	17000000	18000000
2	18000000	19000000
2	19000000	19698289
3	0	1000000
3	1000000	2000000
3	2000000	3000000
3	3000000	4000000
3	4000000	5000000
3	5000000	6000000
3	6000000	7000000
3	7000000	8000000
3	8000000	9000000
3	9000000	10000000
3	10000000	11000000
3	11000000	12000000
3	12000000	13000000
3	13000000	14000000
3	14000000	15000000
3	15000000	16000000
3	16000000	17000000
3	17000000	18000000
3	18000000	19000000
3	19000000	20000000
3	20000000	21000000
3	21000000	22000000
3	22000000	23000000
3	23000000	23459830
4	0	1000000
4	1000000	2000000
4	2000000	3000000
4	3000000	4000000
4	4000000	5000000
4	5000000	6000000
4	6000000	7000000
4	7000000	8000000
4	8000000	9000000
4	9000000	10000000
4	10000000	11000000
4	11000000	12000000
4	12000000	13000000
4	13000000	14000000
4	14000000	15000000
4	15000000	16000000
4	16000000	17000000
4	17000000	18000000
4	18000000	18585056
5	0	1000000
5	1000000	2000000
5	2000000	3000000
5	3000000	4000000
5	4000000	5000000
5	5000000	6000000
5	6000000	7000000
5	7000000	8000000
5	8000000	9000000
5	9000000	10000000
5	10000000	11000000
5	11000000	12000000
5	12000000	13000000
5	13000000	14000000
5	14000000	15000000
5	15000000	16000000
5	16000000	17000000
5	17000000	18000000
5	18000000	19000000
5	19000000	20000000
5	20000000	21000000
5	21000000	22000000
5	22000000	23000000
5	23000000	24000000
5	24000000	25000000
5	25000000	26000000
5	26000000	26975502
